ID	GSE	SUBSET	GSM	GPL	SOFT_NUMSPACE	AVAIL	FILE	PATHWAY	CELLS	EFFECT	TREATMENT	TIME	COMMENT
ARR00300	GSE29544	GSE29544a	GSM731508	GPL570	log	raw	CELS/GSE29544/GSM731508.CEL	notch	CUTLL1 cells	activating	treated with washout of GSI inhibitor	2 h	3 replicates each, treatment after 3 days treatment with GSI, GSI= gamma secretase inhibitor
ARR00301	GSE12355	GSE12355	GSM310330	GPL570	log	raw	CELS/GSE12355/GSM310330.CEL	notch	EREB2-5 B cell line	control	transfected with Notch1 intracellular domain	8 h	3 replicates each
ARR00302	GSE12355	GSE12355	GSM310331	GPL570	log	raw	CELS/GSE12355/GSM310331.CEL	notch	EREB2-5 B cell line	control	transfected with Notch1 intracellular domain	8 h	3 replicates each
ARR00303	GSE12355	GSE12355	GSM310332	GPL570	log	raw	CELS/GSE12355/GSM310332.CEL	notch	EREB2-5 B cell line	control	transfected with Notch1 intracellular domain	8 h	3 replicates each
ARR00304	GSE12355	GSE12355	GSM310333	GPL570	log	raw	CELS/GSE12355/GSM310333.CEL	notch	EREB2-5 B cell line	activating	transfected with Notch1 intracellular domain	8 h	3 replicates each
ARR00305	GSE12355	GSE12355	GSM310334	GPL570	log	raw	CELS/GSE12355/GSM310334.CEL	notch	EREB2-5 B cell line	activating	transfected with Notch1 intracellular domain	8 h	3 replicates each
ARR00306	GSE12355	GSE12355	GSM310335	GPL570	log	raw	CELS/GSE12355/GSM310335.CEL	notch	EREB2-5 B cell line	activating	transfected with Notch1 intracellular domain	8 h	3 replicates each
ARR00307	GSE29544	GSE29544b	GSM731503	GPL570	log	raw	CELS/GSE29544/GSM731503.CEL	notch	CUTLL1 cells	control	treated with washout of GSI inhibitor	4 h	3 replicates each, treatment after 3 days treatment with GSI, GSI= gamma secretase inhibitor
ARR00308	GSE29544	GSE29544b	GSM731504	GPL570	log	raw	CELS/GSE29544/GSM731504.CEL	notch	CUTLL1 cells	control	treated with washout of GSI inhibitor	4 h	3 replicates each, treatment after 3 days treatment with GSI, GSI= gamma secretase inhibitor
ARR00309	GSE29544	GSE29544b	GSM731505	GPL570	log	raw	CELS/GSE29544/GSM731505.CEL	notch	CUTLL1 cells	control	treated with washout of GSI inhibitor	4 h	3 replicates each, treatment after 3 days treatment with GSI, GSI= gamma secretase inhibitor
ARR00310	GSE29544	GSE29544b	GSM731513	GPL570	log	raw	CELS/GSE29544/GSM731513.CEL	notch	CUTLL1 cells	activating	treated with washout of GSI inhibitor	4 h	3 replicates each, treatment after 3 days treatment with GSI, GSI= gamma secretase inhibitor
ARR00311	GSE29544	GSE29544b	GSM731514	GPL570	log	raw	CELS/GSE29544/GSM731514.CEL	notch	CUTLL1 cells	activating	treated with washout of GSI inhibitor	4 h	3 replicates each, treatment after 3 days treatment with GSI, GSI= gamma secretase inhibitor
ARR00312	GSE29544	GSE29544b	GSM731512	GPL570	log	raw	CELS/GSE29544/GSM731512.CEL	notch	CUTLL1 cells	activating	treated with washout of GSI inhibitor	4 h	3 replicates each, treatment after 3 days treatment with GSI, GSI= gamma secretase inhibitor
ARR00313	GSE14107	GSE14107a	GSM354009	GPL571	linear	raw	CELS/GSE14107/GSM354009.CEL	Wnt	parental PC9 (Lung adenocarcinoma cell line)	control	Wnt3a stimulation after serum starvation (0.2 %)	3 h	comment
ARR00314	GSE14107	GSE14107a	GSM354010	GPL571	linear	raw	CELS/GSE14107/GSM354010.CEL	Wnt	parental PC9 (Lung adenocarcinoma cell line)	control	Wnt3a stimulation after serum starvation (0.2 %)	3 h	comment
ARR00315	GSE14107	GSE14107a	GSM354011	GPL571	linear	raw	CELS/GSE14107/GSM354011.CEL	Wnt	parental PC9 (Lung adenocarcinoma cell line)	activating	Wnt3a stimulation after serum starvation (0.2 %)	3 h	comment
ARR00316	GSE14107	GSE14107a	GSM354012	GPL571	linear	raw	CELS/GSE14107/GSM354012.CEL	Wnt	parental PC9 (Lung adenocarcinoma cell line)	activating	Wnt3a stimulation after serum starvation (0.2 %)	3 h	comment
ARR00317	GSE17385	GSE17385	GSM434408	GPL570	log	raw	CELS/GSE17385/GSM434408.CEL	Wnt	Multiple myeloma line MM1.S	control	cells lentivirally infected with control shRNA or beta-catenin shRNA vectors	not specified	inhibition
ARR00318	GSE17385	GSE17385	GSM434409	GPL570	log	raw	CELS/GSE17385/GSM434409.CEL	Wnt	Multiple myeloma line MM1.S	control	cells lentivirally infected with control shRNA or beta-catenin shRNA vectors	not specified	inhibition
ARR00319	GSE17385	GSE17385	GSM434410	GPL570	log	raw	CELS/GSE17385/GSM434410.CEL	Wnt	Multiple myeloma line MM1.S	control	cells lentivirally infected with control shRNA or beta-catenin shRNA vectors	not specified	inhibition
ARR00320	GSE17385	GSE17385	GSM434411	GPL570	log	raw	CELS/GSE17385/GSM434411.CEL	Wnt	Multiple myeloma line MM1.S	inhibiting	cells lentivirally infected with control shRNA or beta-catenin shRNA vectors	not specified	inhibition
ARR00321	GSE17385	GSE17385	GSM434412	GPL570	log	raw	CELS/GSE17385/GSM434412.CEL	Wnt	Multiple myeloma line MM1.S	inhibiting	cells lentivirally infected with control shRNA or beta-catenin shRNA vectors	not specified	inhibition
ARR00322	GSE17385	GSE17385	GSM434413	GPL570	log	raw	CELS/GSE17385/GSM434413.CEL	Wnt	Multiple myeloma line MM1.S	inhibiting	cells lentivirally infected with control shRNA or beta-catenin shRNA vectors	not specified	inhibition
ARR00323	GSE14107	GSE14107b	GSM354017	GPL571	linear	raw	CELS/GSE14107/GSM354017.CEL	Wnt	parental H2030 (Lung adenocarcinoma cell line)	control	Wnt3a stimulation after serum starvation (0.2 %)	3 h	comment
ARR00324	GSE14107	GSE14107b	GSM354018	GPL571	linear	raw	CELS/GSE14107/GSM354018.CEL	Wnt	parental H2030 (Lung adenocarcinoma cell line)	control	Wnt3a stimulation after serum starvation (0.2 %)	3 h	comment
ARR00325	GSE14107	GSE14107b	GSM354019	GPL571	linear	raw	CELS/GSE14107/GSM354019.CEL	Wnt	parental H2030 (Lung adenocarcinoma cell line)	activating	Wnt3a stimulation after serum starvation (0.2 %)	3 h	comment
ARR00326	GSE14107	GSE14107b	GSM354020	GPL571	linear	raw	CELS/GSE14107/GSM354020.CEL	Wnt	parental H2030 (Lung adenocarcinoma cell line)	activating	Wnt3a stimulation after serum starvation (0.2 %)	3 h	comment
ARR00327	GSE11916	GSE11916	GSM301104	GPL570	linear	raw	CELS/GSE11916/GSM301104.CEL	Wnt	Huh7 (hepatocellular carcinoma derived)	control	High TCF activity Huh7 cell line was compared to control Huh7 cell line (TCF the crucial transcription factor for Wnt)	not specified	constitutive activation
ARR00328	GSE11916	GSE11916	GSM301105	GPL570	linear	raw	CELS/GSE11916/GSM301105.CEL	Wnt	Huh7 (hepatocellular carcinoma derived)	control	High TCF activity Huh7 cell line was compared to control Huh7 cell line (TCF the crucial transcription factor for Wnt)	not specified	constitutive activation
ARR00329	GSE11916	GSE11916	GSM301106	GPL570	linear	raw	CELS/GSE11916/GSM301106.CEL	Wnt	Huh7 (hepatocellular carcinoma derived)	control	High TCF activity Huh7 cell line was compared to control Huh7 cell line (TCF the crucial transcription factor for Wnt)	not specified	constitutive activation
ARR00330	GSE11916	GSE11916	GSM301119	GPL570	linear	raw	CELS/GSE11916/GSM301119.CEL	Wnt	Huh7 (hepatocellular carcinoma derived)	activating	High TCF activity Huh7 cell line was compared to control Huh7 cell line (TCF the crucial transcription factor for Wnt)	not specified	constitutive activation
ARR00331	GSE11916	GSE11916	GSM301132	GPL570	linear	raw	CELS/GSE11916/GSM301132.CEL	Wnt	Huh7 (hepatocellular carcinoma derived)	activating	High TCF activity Huh7 cell line was compared to control Huh7 cell line (TCF the crucial transcription factor for Wnt)	not specified	constitutive activation
ARR00332	GSE11916	GSE11916	GSM301133	GPL570	linear	raw	CELS/GSE11916/GSM301133.CEL	Wnt	Huh7 (hepatocellular carcinoma derived)	activating	High TCF activity Huh7 cell line was compared to control Huh7 cell line (TCF the crucial transcription factor for Wnt)	not specified	constitutive activation
ARR00333	GSE26351	GSE26351	GSM647150	GPL570	log	raw	CELS/GSE26351/GSM647150.CEL	Wnt	mobilized periphal blood CD34+ cells	control	0.5 µM BIO (GSK3 inhibitor)	2 h	3 replicates, BIO activates WNT pathway
ARR00334	GSE26351	GSE26351	GSM647151	GPL570	log	raw	CELS/GSE26351/GSM647151.CEL	Wnt	mobilized periphal blood CD34+ cells	control	0.5 µM BIO (GSK3 inhibitor)	2 h	3 replicates, BIO activates WNT pathway
ARR00335	GSE26351	GSE26351	GSM647152	GPL570	log	raw	CELS/GSE26351/GSM647152.CEL	Wnt	mobilized periphal blood CD34+ cells	control	0.5 µM BIO (GSK3 inhibitor)	2 h	3 replicates, BIO activates WNT pathway
ARR00336	GSE26351	GSE26351	GSM647153	GPL570	log	raw	CELS/GSE26351/GSM647153.CEL	Wnt	mobilized periphal blood CD34+ cells	activating	0.5 µM BIO (GSK3 inhibitor)	2 h	3 replicates, BIO activates WNT pathway
ARR00337	GSE26351	GSE26351	GSM647154	GPL570	log	raw	CELS/GSE26351/GSM647154.CEL	Wnt	mobilized periphal blood CD34+ cells	activating	0.5 µM BIO (GSK3 inhibitor)	2 h	3 replicates, BIO activates WNT pathway
ARR00338	GSE26351	GSE26351	GSM647155	GPL570	log	raw	CELS/GSE26351/GSM647155.CEL	Wnt	mobilized periphal blood CD34+ cells	activating	0.5 µM BIO (GSK3 inhibitor)	2 h	3 replicates, BIO activates WNT pathway
ARR00339	GSE27313	GSE27313	GSM675170	GPL570	log	raw	CELS/GSE27313/GSM675170.CEL	Wnt	mesenchymal stem cells	control	treated with Wnt3a	6 h	1 replicate each
ARR00340	GSE27313	GSE27313	GSM675171	GPL570	log	raw	CELS/GSE27313/GSM675171.CEL	Wnt	mesenchymal stem cells	activating	treated with Wnt3a	6 h	1 replicate each
ARR00341	GSE1473	GSE1473	GSM24858	GPL96	linear	raw	NA	Wnt	HEK293 (kidney cell)	activating	infected with RCAS-beta-cateninS37A or RCAS-GFP	not specified	late and early response expected
ARR00342	GSE1473	GSE1473	GSM24859	GPL96	linear	raw	NA	Wnt	HEK293 (kidney cell)	activating	infected with RCAS-beta-cateninS37A or RCAS-GFP	not specified	late and early response expected
ARR00343	GSE1473	GSE1473	GSM24860	GPL96	linear	raw	NA	Wnt	HEK293 (kidney cell)	activating	infected with RCAS-beta-cateninS37A or RCAS-GFP	not specified	late and early response expected
ARR00344	GSE1473	GSE1473	GSM24861	GPL96	linear	raw	NA	Wnt	HEK293 (kidney cell)	activating	infected with RCAS-beta-cateninS37A or RCAS-GFP	not specified	late and early response expected
ARR00345	GSE1473	GSE1473	GSM24862	GPL96	linear	raw	NA	Wnt	HEK293 (kidney cell)	control	infected with RCAS-beta-cateninS37A or RCAS-GFP	not specified	late and early response expected
ARR00346	GSE1473	GSE1473	GSM24863	GPL96	linear	raw	NA	Wnt	HEK293 (kidney cell)	control	infected with RCAS-beta-cateninS37A or RCAS-GFP	not specified	late and early response expected
ARR00347	GSE1473	GSE1473	GSM24864	GPL96	linear	raw	NA	Wnt	HEK293 (kidney cell)	control	infected with RCAS-beta-cateninS37A or RCAS-GFP	not specified	late and early response expected
ARR00348	GSE1473	GSE1473	GSM24865	GPL96	linear	raw	NA	Wnt	HEK293 (kidney cell)	control	infected with RCAS-beta-cateninS37A or RCAS-GFP	not specified	late and early response expected
ARR00349	GSE24708	GSE24708	GSM608778	GPL10191	log	raw	NA	Wnt	HEK293, transfected with siControl plasmid	control	treated with Wnt3a	7 h	2 replicates each
ARR00350	GSE24708	GSE24708	GSM608779	GPL10191	log	raw	NA	Wnt	HEK293, transfected with siControl plasmid	control	treated with Wnt3a	7 h	2 replicates each
ARR00351	GSE24708	GSE24708	GSM608780	GPL10191	log	raw	NA	Wnt	HEK293, transfected with siControl plasmid	activating	treated with Wnt3a	7 h	2 replicates each
ARR00352	GSE24708	GSE24708	GSM608781	GPL10191	log	raw	NA	Wnt	HEK293, transfected with siControl plasmid	activating	treated with Wnt3a	7 h	2 replicates each
ARR00353	GSE9105	GSE9105q	GSM230453	GPL96	log	normalized	CELS/GSE9105/GSM230453.CEL	Insulin	primary muscle cells	control	treated with euglycemic hyperinsulinemic clamp	4 h	1 replicate each, part of time series, 12 donors
ARR00354	GSE9105	GSE9105q	GSM230455	GPL96	log	normalized	CELS/GSE9105/GSM230455.CEL	Insulin	primary muscle cells	activating	treated with euglycemic hyperinsulinemic clamp	4 h	1 replicate each, part of time series, 12 donors
ARR00355	GSE9105	GSE9105d	GSM230432	GPL96	log	normalized	CELS/GSE9105/GSM230432.CEL	Insulin	primary muscle cells	control	treated with euglycemic hyperinsulinemic clamp	4 h	1 replicate each, part of time series, 12 donors
ARR00356	GSE9105	GSE9105d	GSM230434	GPL96	log	normalized	CELS/GSE9105/GSM230434.CEL	Insulin	primary muscle cells	activating	treated with euglycemic hyperinsulinemic clamp	4 h	1 replicate each, part of time series, 12 donors
ARR00357	GSE24422	GSE24422c	GSM601637	GPL570	linear	raw	CELS/GSE24422/GSM601637.CEL	Insulin	hMSC adipocytes, stromal fraction	control	treated with 20 nM Insulin	5 h	2 replicates each, different fractions of cells
ARR00358	GSE24422	GSE24422c	GSM601638	GPL570	linear	raw	CELS/GSE24422/GSM601638.CEL	Insulin	hMSC adipocytes, stromal fraction	control	treated with 20 nM Insulin	5 h	2 replicates each, different fractions of cells
ARR00359	GSE24422	GSE24422c	GSM601639	GPL570	linear	raw	CELS/GSE24422/GSM601639.CEL	Insulin	hMSC adipocytes, stromal fraction	activating	treated with 20 nM Insulin	5 h	2 replicates each, different fractions of cells
ARR00360	GSE24422	GSE24422c	GSM601640	GPL570	linear	raw	CELS/GSE24422/GSM601640.CEL	Insulin	hMSC adipocytes, stromal fraction	activating	treated with 20 nM Insulin	5 h	2 replicates each, different fractions of cells
ARR00361	GSE9105	GSE9105a	GSM230429	GPL96	log	normalized	CELS/GSE9105/GSM230429.CEL	Insulin	primary muscle cells	control	treated with euglycemic hyperinsulinemic clamp	0.5 h	1 replicate each, part of time series, 12 donors
ARR00362	GSE9105	GSE9105a	GSM230430	GPL96	log	normalized	CELS/GSE9105/GSM230430.CEL	Insulin	primary muscle cells	activating	treated with euglycemic hyperinsulinemic clamp	0.5 h	1 replicate each, part of time series, 12 donors
ARR00363	GSE9105	GSE9105e	GSM230435	GPL96	log	normalized	CELS/GSE9105/GSM230435.CEL	Insulin	primary muscle cells	control	treated with euglycemic hyperinsulinemic clamp	0.5 h	1 replicate each, part of time series, 12 donors
ARR00364	GSE9105	GSE9105e	GSM230436	GPL96	log	normalized	CELS/GSE9105/GSM230436.CEL	Insulin	primary muscle cells	activating	treated with euglycemic hyperinsulinemic clamp	0.5 h	1 replicate each, part of time series, 12 donors
ARR00365	GSE9105	GSE9105t	GSM230456	GPL96	log	normalized	CELS/GSE9105/GSM230456.CEL	Insulin	primary muscle cells	control	treated with euglycemic hyperinsulinemic clamp	4 h	1 replicate each, part of time series, 12 donors
ARR00366	GSE9105	GSE9105t	GSM230458	GPL96	log	normalized	CELS/GSE9105/GSM230458.CEL	Insulin	primary muscle cells	activating	treated with euglycemic hyperinsulinemic clamp	4 h	1 replicate each, part of time series, 12 donors
ARR00367	GSE9105	GSE9105u	GSM230459	GPL96	log	normalized	CELS/GSE9105/GSM230459.CEL	Insulin	primary muscle cells	control	treated with euglycemic hyperinsulinemic clamp	4 h	1 replicate each, part of time series, 12 donors
ARR00368	GSE9105	GSE9105u	GSM230461	GPL96	log	normalized	CELS/GSE9105/GSM230461.CEL	Insulin	primary muscle cells	activating	treated with euglycemic hyperinsulinemic clamp	4 h	1 replicate each, part of time series, 12 donors
ARR00369	GSE9105	GSE9105f	GSM230435	GPL96	log	normalized	CELS/GSE9105/GSM230435.CEL	Insulin	primary muscle cells	control	treated with euglycemic hyperinsulinemic clamp	4 h	1 replicate each, part of time series, 12 donors
ARR00370	GSE9105	GSE9105f	GSM230437	GPL96	log	normalized	CELS/GSE9105/GSM230437.CEL	Insulin	primary muscle cells	activating	treated with euglycemic hyperinsulinemic clamp	4 h	1 replicate each, part of time series, 12 donors
ARR00371	GSE30524	GSE30524	GSM756954	GPL570	linear	raw	CELS/GSE30524/GSM756954.CEL	Insulin	RPMI 8266 cells	control	treated with 0.375µM picropodophyllin, IGF1R inhibitor	6 h	1 replicate each
ARR00372	GSE30524	GSE30524	GSM756956	GPL570	linear	raw	CELS/GSE30524/GSM756956.CEL	Insulin	RPMI 8266 cells	inhibiting	treated with 0.375µM picropodophyllin, IGF1R inhibitor	6 h	1 replicate each
ARR00373	GSE26834	GSE26834	GSM659805	GPL571	linear	raw	CELS/GSE26834/GSM659805.CEL	Insulin	MCF-7 breast cancer cells	control	treated with IGF-1	3 h	2 replicates for control, 3 replicates for treatment
ARR00374	GSE26834	GSE26834	GSM659806	GPL571	linear	raw	CELS/GSE26834/GSM659806.CEL	Insulin	MCF-7 breast cancer cells	control	treated with IGF-1	3 h	2 replicates for control, 3 replicates for treatment
ARR00375	GSE26834	GSE26834	GSM659810	GPL571	linear	raw	CELS/GSE26834/GSM659810.CEL	Insulin	MCF-7 breast cancer cells	activating	treated with IGF-1	3 h	2 replicates for control, 3 replicates for treatment
ARR00376	GSE26834	GSE26834	GSM659811	GPL571	linear	raw	CELS/GSE26834/GSM659811.CEL	Insulin	MCF-7 breast cancer cells	activating	treated with IGF-1	3 h	2 replicates for control, 3 replicates for treatment
ARR00377	GSE26834	GSE26834	GSM659812	GPL571	linear	raw	CELS/GSE26834/GSM659812.CEL	Insulin	MCF-7 breast cancer cells	activating	treated with IGF-1	3 h	2 replicates for control, 3 replicates for treatment
ARR00378	GSE9105	GSE9105g	GSM230438	GPL96	log	normalized	CELS/GSE9105/GSM230438.CEL	Insulin	primary muscle cells	control	treated with euglycemic hyperinsulinemic clamp	4 h	1 replicate each, part of time series, 12 donors
ARR00379	GSE9105	GSE9105g	GSM230440	GPL96	log	normalized	CELS/GSE9105/GSM230440.CEL	Insulin	primary muscle cells	activating	treated with euglycemic hyperinsulinemic clamp	4 h	1 replicate each, part of time series, 12 donors
ARR00380	GSE9105	GSE9105b	GSM230429	GPL96	log	normalized	CELS/GSE9105/GSM230429.CEL	Insulin	primary muscle cells	control	treated with euglycemic hyperinsulinemic clamp	4 h	1 replicate each, part of time series, 12 donors
ARR00381	GSE9105	GSE9105b	GSM230431	GPL96	log	normalized	CELS/GSE9105/GSM230431.CEL	Insulin	primary muscle cells	activating	treated with euglycemic hyperinsulinemic clamp	4 h	1 replicate each, part of time series, 12 donors
ARR00382	GSE21989	GSE21989a	GSM546910	GPL570	log	normalized	CELS/GSE21989/GSM546910.CEL	Insulin	HUVECs	control	treated with Insulin	0.66 h	1 replicate each, part of time series
ARR00383	GSE21989	GSE21989a	GSM546915	GPL570	log	normalized	CELS/GSE21989/GSM546915.CEL	Insulin	HUVECs	activating	treated with Insulin	0.66 h	1 replicate each, part of time series
ARR00384	GSE9105	GSE9105c	GSM230432	GPL96	log	normalized	CELS/GSE9105/GSM230432.CEL	Insulin	primary muscle cells	control	treated with euglycemic hyperinsulinemic clamp	0.5 h	1 replicate each, part of time series, 12 donors
ARR00385	GSE9105	GSE9105c	GSM230433	GPL96	log	normalized	CELS/GSE9105/GSM230433.CEL	Insulin	primary muscle cells	activating	treated with euglycemic hyperinsulinemic clamp	0.5 h	1 replicate each, part of time series, 12 donors
ARR00386	GSE9105	GSE9105r	GSM230453	GPL96	log	normalized	CELS/GSE9105/GSM230453.CEL	Insulin	primary muscle cells	control	treated with euglycemic hyperinsulinemic clamp	0.5 h	1 replicate each, part of time series, 12 donors
ARR00387	GSE9105	GSE9105r	GSM230454	GPL96	log	normalized	CELS/GSE9105/GSM230454.CEL	Insulin	primary muscle cells	activating	treated with euglycemic hyperinsulinemic clamp	0.5 h	1 replicate each, part of time series, 12 donors
ARR00388	GSE21989	GSE21989c	GSM546912	GPL570	log	normalized	CELS/GSE21989/GSM546912.CEL	Insulin	HUVECs	control	treated with Insulin	3.33 h	1 replicate each, part of time series
ARR00389	GSE21989	GSE21989c	GSM546917	GPL570	log	normalized	CELS/GSE21989/GSM546917.CEL	Insulin	HUVECs	activating	treated with Insulin	3.33 h	1 replicate each, part of time series
ARR00390	GSE24422	GSE24422b	GSM601629	GPL570	linear	raw	CELS/GSE24422/GSM601629.CEL	Insulin	hMSC adipocytes, adipocyte fraction	control	treated with 20 nM Insulin	5 h	2 replicates each, different fractions of cells
ARR00391	GSE24422	GSE24422b	GSM601630	GPL570	linear	raw	CELS/GSE24422/GSM601630.CEL	Insulin	hMSC adipocytes, adipocyte fraction	control	treated with 20 nM Insulin	5 h	2 replicates each, different fractions of cells
ARR00392	GSE24422	GSE24422b	GSM601631	GPL570	linear	raw	CELS/GSE24422/GSM601631.CEL	Insulin	hMSC adipocytes, adipocyte fraction	activating	treated with 20 nM Insulin	5 h	2 replicates each, different fractions of cells
ARR00393	GSE24422	GSE24422b	GSM601632	GPL570	linear	raw	CELS/GSE24422/GSM601632.CEL	Insulin	hMSC adipocytes, adipocyte fraction	activating	treated with 20 nM Insulin	5 h	2 replicates each, different fractions of cells
ARR00394	GSE9105	GSE9105v	GSM230459	GPL96	log	normalized	CELS/GSE9105/GSM230459.CEL	Insulin	primary muscle cells	control	treated with euglycemic hyperinsulinemic clamp	0.5 h	1 replicate each, part of time series, 12 donors
ARR00395	GSE9105	GSE9105v	GSM230460	GPL96	log	normalized	CELS/GSE9105/GSM230460.CEL	Insulin	primary muscle cells	activating	treated with euglycemic hyperinsulinemic clamp	0.5 h	1 replicate each, part of time series, 12 donors
ARR00396	GSE9105	GSE9105i	GSM230441	GPL96	log	normalized	CELS/GSE9105/GSM230441.CEL	Insulin	primary muscle cells	control	treated with euglycemic hyperinsulinemic clamp	0.5 h	1 replicate each, part of time series, 12 donors
ARR00397	GSE9105	GSE9105i	GSM230442	GPL96	log	normalized	CELS/GSE9105/GSM230442.CEL	Insulin	primary muscle cells	activating	treated with euglycemic hyperinsulinemic clamp	0.5 h	1 replicate each, part of time series, 12 donors
ARR00398	GSE21727	GSE21727	GSM542107	GPL6104	log	normalized	NA	Insulin	trabecular bone cells	control	treated with IGF-1	2 h	3 replicates each
ARR00399	GSE21727	GSE21727	GSM542108	GPL6104	log	normalized	NA	Insulin	trabecular bone cells	control	treated with IGF-1	2 h	3 replicates each
ARR00400	GSE21727	GSE21727	GSM542109	GPL6104	log	normalized	NA	Insulin	trabecular bone cells	control	treated with IGF-1	2 h	3 replicates each
ARR00401	GSE21727	GSE21727	GSM542098	GPL6104	log	normalized	NA	Insulin	trabecular bone cells	activating	treated with IGF-1	2 h	3 replicates each
ARR00402	GSE21727	GSE21727	GSM542099	GPL6104	log	normalized	NA	Insulin	trabecular bone cells	activating	treated with IGF-1	2 h	3 replicates each
ARR00403	GSE21727	GSE21727	GSM542100	GPL6104	log	normalized	NA	Insulin	trabecular bone cells	activating	treated with IGF-1	2 h	3 replicates each
ARR00404	GSE9105	GSE9105j	GSM230441	GPL96	log	normalized	CELS/GSE9105/GSM230441.CEL	Insulin	primary muscle cells	control	treated with euglycemic hyperinsulinemic clamp	4 h	1 replicate each, part of time series, 12 donors
ARR00405	GSE9105	GSE9105j	GSM230443	GPL96	log	normalized	CELS/GSE9105/GSM230443.CEL	Insulin	primary muscle cells	activating	treated with euglycemic hyperinsulinemic clamp	4 h	1 replicate each, part of time series, 12 donors
ARR00406	GSE9105	GSE9105o	GSM230450	GPL96	log	normalized	CELS/GSE9105/GSM230450.CEL	Insulin	primary muscle cells	control	treated with euglycemic hyperinsulinemic clamp	0.5 h	1 replicate each, part of time series, 12 donors
ARR00407	GSE9105	GSE9105o	GSM230451	GPL96	log	normalized	CELS/GSE9105/GSM230451.CEL	Insulin	primary muscle cells	activating	treated with euglycemic hyperinsulinemic clamp	0.5 h	1 replicate each, part of time series, 12 donors
ARR00408	GSE9105	GSE9105n	GSM230447	GPL96	log	normalized	CELS/GSE9105/GSM230447.CEL	Insulin	primary muscle cells	control	treated with euglycemic hyperinsulinemic clamp	0.5 h	1 replicate each, part of time series, 12 donors
ARR00409	GSE9105	GSE9105n	GSM230448	GPL96	log	normalized	CELS/GSE9105/GSM230448.CEL	Insulin	primary muscle cells	activating	treated with euglycemic hyperinsulinemic clamp	0.5 h	1 replicate each, part of time series, 12 donors
ARR00410	GSE9105	GSE9105h	GSM230438	GPL96	log	normalized	CELS/GSE9105/GSM230438.CEL	Insulin	primary muscle cells	control	treated with euglycemic hyperinsulinemic clamp	0.5 h	1 replicate each, part of time series, 12 donors
ARR00411	GSE9105	GSE9105h	GSM230439	GPL96	log	normalized	CELS/GSE9105/GSM230439.CEL	Insulin	primary muscle cells	activating	treated with euglycemic hyperinsulinemic clamp	0.5 h	1 replicate each, part of time series, 12 donors
ARR00412	GSE9105	GSE9105x	GSM230462	GPL96	log	normalized	CELS/GSE9105/GSM230462.CEL	Insulin	primary muscle cells	control	treated with euglycemic hyperinsulinemic clamp	4 h	1 replicate each, part of time series, 12 donors
ARR00413	GSE9105	GSE9105x	GSM230464	GPL96	log	normalized	CELS/GSE9105/GSM230464.CEL	Insulin	primary muscle cells	activating	treated with euglycemic hyperinsulinemic clamp	4 h	1 replicate each, part of time series, 12 donors
ARR00414	GSE9105	GSE9105p	GSM230450	GPL96	log	normalized	CELS/GSE9105/GSM230450.CEL	Insulin	primary muscle cells	control	treated with euglycemic hyperinsulinemic clamp	4 h	1 replicate each, part of time series, 12 donors
ARR00415	GSE9105	GSE9105p	GSM230452	GPL96	log	normalized	CELS/GSE9105/GSM230452.CEL	Insulin	primary muscle cells	activating	treated with euglycemic hyperinsulinemic clamp	4 h	1 replicate each, part of time series, 12 donors
ARR00416	GSE9105	GSE9105w	GSM230462	GPL96	log	normalized	CELS/GSE9105/GSM230462.CEL	Insulin	primary muscle cells	control	treated with euglycemic hyperinsulinemic clamp	0.5 h	1 replicate each, part of time series, 12 donors
ARR00417	GSE9105	GSE9105w	GSM230463	GPL96	log	normalized	CELS/GSE9105/GSM230463.CEL	Insulin	primary muscle cells	activating	treated with euglycemic hyperinsulinemic clamp	0.5 h	1 replicate each, part of time series, 12 donors
ARR00418	GSE21989	GSE21989d	GSM546913	GPL570	log	normalized	CELS/GSE21989/GSM546913.CEL	Insulin	HUVECs	control	treated with Insulin	5.66 h	1 replicate each, part of time series
ARR00419	GSE21989	GSE21989d	GSM546918	GPL570	log	normalized	CELS/GSE21989/GSM546918.CEL	Insulin	HUVECs	activating	treated with Insulin	5.66 h	1 replicate each, part of time series
ARR00420	GSE9105	GSE9105m	GSM230447	GPL96	log	normalized	CELS/GSE9105/GSM230447.CEL	Insulin	primary muscle cells	control	treated with euglycemic hyperinsulinemic clamp	4 h	1 replicate each, part of time series, 12 donors
ARR00421	GSE9105	GSE9105m	GSM230449	GPL96	log	normalized	CELS/GSE9105/GSM230449.CEL	Insulin	primary muscle cells	activating	treated with euglycemic hyperinsulinemic clamp	4 h	1 replicate each, part of time series, 12 donors
ARR00422	GSE9105	GSE9105s	GSM230456	GPL96	log	normalized	CELS/GSE9105/GSM230456.CEL	Insulin	primary muscle cells	control	treated with euglycemic hyperinsulinemic clamp	0.5 h	1 replicate each, part of time series, 12 donors
ARR00423	GSE9105	GSE9105s	GSM230457	GPL96	log	normalized	CELS/GSE9105/GSM230457.CEL	Insulin	primary muscle cells	activating	treated with euglycemic hyperinsulinemic clamp	0.5 h	1 replicate each, part of time series, 12 donors
ARR00424	GSE21989	GSE21989b	GSM546911	GPL570	log	normalized	CELS/GSE21989/GSM546911.CEL	Insulin	HUVECs	control	treated with Insulin	1.66 h	1 replicate each, part of time series
