,IL37,RPA3,RNF138,TCOF1,DNTTIP2,FAT1,PNPT1,MSH6,DUSP10,,MRPL16,,,,,,,SYNCRIP,MED15,,SPRY1,SMARCA5,SBNO2,,,EIF3A,HMGB2,KIAA0040,,,GMCL1,PPBP,MED13L,CCNB2,,MLF1,HNRNPA1,MLLT4,,,SGK1,,RGNEF,C12orf60,ZNF34,,,TFPI2
,SRPX2,SCD,RPA2,H2AFZ,PHF20L1,FBP1,C13orf23,MYB,DUSP4,,KIF20B,,,,,,,CCT2,MICALL2,,STC1,SP110,SCYL3,,,EIF3B,HNRNPD,KIAA0141,,,GMNN,PPP1R3C,MED16,KIF2C,,PARP14,HNRNPF,MMP1,,,SLC2A3,,PLEKHF1,PODN,,,,NR4A3
,SLC6A16,SEC23A,RRM2,PARPBP,MZB1,FDX1,EBI2,NEBL,DUSP6,,GEMIN2,,,,,,,AHSA1,MNT,,TCEAL1,SPTLC2,SECTM1,,,EIF3D,HNRNPF,KIAA0564,,,GOLGA2,SRGN,MSH3,CENPA,,PLSCR1,HNRNPU,MSH2,,,SLC4A7,,C20orf72,RASL11A,,,,SPARCL1
,WDR91,SERPINB1,RRS1,CDC7,UCHL5,FGF13,GALK1,NET1,DYRK1A,,EIF4H,,,,,,,POLR3F,MSMB,,TOMM20,STAT1,SETBP1,,,EIF3J,HES1,KIAA0753,,,GOSR1,PTGER2,MSX2,TPX2,,DTX3L,ID1,MYBL1,,,SOCS3,,DMKN,HAUS8,,,,TP63
,IL21R,SFRP1,SHQ1,TOP2A,VGLL1,FGFR3,CENPE,OXR1,EDN1,,DYNC1H1,,,,,,,CCT8,NDRG1,,TSC22D2,STAT2,SLC15A3,,,EIF3M,HSPA9,KIAA1467,,,GPHN,PTGFR,MYB,DLGAP5,,SAMD9L,IER2,MYBL2,,,STAT3,,HPCAL1,COL5A3,,,,PER2
,FKBP11,SGK1,SLBP,NCAPG2,MIS18A,FGFR2,DDX28,PAXIP1,EFNA1,,CACHD1,,,,,,,SEC61B,NPR3,,VEGFA,TAP1,SLC25A28,,,EIF4A1,HSPB2,KIF13B,,,GSN,RRM2,NAPA,PTTG1,,STAT1,IER3,NCBP1,,,STOM,,RNF39,SH3PXD2B,,,,SPAG9
,ANLN,SKP1,SNX5,KIF20B,WDR74,FH,UBE2S,PDS5B,EFNB2,,EHMT2,,,,,,,LSM6,NR1H2,,WSB1,TAP2,SP100,,,EIF5B,HSPD1,KIF5C,,,GTF2I,S100A3,NAT1,CEP55,,LGP2,IL1B,NEK2,,,TCF7L2,,C7orf50,JMY,,,,CXCL14
,DUSP23,SLC25A1,TFAM,BORA,FAM208B,FHL1,ATP2C2,PEG10,EGFR,,G3BP2,,,,,,,STRAP,NXF3,,YEATS2,TDRD7,SP110,,,ELAC2,TNC,LETMD1,,,GUCY1A3,S100A8,NDUFA10,CDC20,,PRDX1,IL8,NOTCH1,,,TEAD4,,SLC11A2,CCBE1,,,,TMCC2
,C9orf40,SNUPN,TIPIN,NMB,FANCL,FKBP1B,NXNL2,PJA2,EHF,,LAPTM4B,,,,,,,DDX20,OR2A9P,,ZBTB25,TLR3,STAT1,,,ENO1,IGFBP3,LIMCH1,,,GUCY1B3,S100A9,NEBL,RACGAP1,,RBMX,JUN,NRAS,,,TMEM2,,C5orf30,METRNL,,,,TNFSF15
,RNF121,SNX7,TSR1,SEMA3B,HEATR1,FOXI1,KCTD15,PLSCR4,EMP1,,CRABP1,,,,,,,XPOT,PADI2,,ZNF292,TMEM62,STAT2,,,ENOSF1,IGFBP4,LMAN2L,,,HECA,SERPINB3,NEDD8,CCNB1,,PAICS,KCNS3,OVOL1,,,TNPO1,,SLC4A11,OSR2,,,,CLEC4M
,HJURP,SORD,UNG,CHAF1B,LRRC8D,FLNA,SPAG5,PPP1R3D,EXOC1,,ALKBH7,,,,,,,MAPRE1,PIH1D1,,ZNF395,TRAFD1,TAP1,,,ESF1,IGFBP6,LRBA,,,HES1,CCL2,NFRKB,MAD2L1,,ATP13A3,KCTD12,PDHA1,,,TRIB1,,SH3YL1,IL17D,,,,NPM2
,UGGT1,SRGN,USP1,MLF1IP,ATAD3A,FLT3,NR4A2,PRKACB,F3,,HMGB3,,,,,,,RRP1B,PKD1,,ZNF654,TREX1,TAP2,,,EXOSC4,IGFBP7,LRP2,,,HIPK3,CCL20,OTUB1,NDC80,,CHORDC1,KCTD14,PEX13,,,UGCG,,NR2C2AP,DDIT4L,,,,HOXB13
,MYL7,STK38L,UTP18,NCAPD2,VRTN,ADAM2,PIR,PRKAR2B,FEM1B,,STIP1,,,,,,,FBXO28,PPAP2B,,ZNF665,TRIM14,TESK2,,,FABP5,IL6ST,LRRC37A2,,,HIRA,SRSF3,PCBD1,CCNA2,,ARL6IP6,KLF10,PFDN4,,,VLDLR,,BACE2,SLC25A34,,,,PPP6R1
,POPDC3,TFCP2L1,WDR12,CENPF,PPP4R1L,FZD2,FLVCR1,PSIP1,FLRT3,,NQO1,,,,,,,ABCB10,PRKACB,,,TRIM21,TNFAIP2,,,FAM98A,IL13RA1,LRRC6,,,HMGCS1,SIX1,PDCD4,BUB1B,,MRS2L,KLF6,PFN2,,,WSB1,,CDRT4,IGDCC4,,,,SULF1
,HMGN5,TMEM97,,RAD51,LYAR,GAB1,BRCA2,PSMB8,FRYL,,APOO,,,,,,,GTPBP4,PRSS22,,,UBA7,TRAFD1,,,FARSA,ITGA6,LZTFL1,,,HSPA4,SLA,PEX11A,PBK,,ZDHHC13,KLHL23,SERPINB5,,,ZC3H12A,,CXCL16,GPR137C,,,,DICER1
,C7orf10,TUBB,,CCNB1,SAR1A,GALC,PTPLAD1,PSMB9,GADD45A,,PTTG1,,,,,,,PDSS1,PRSS8,,,UBE2L6,TRIB1,,,FASTKD2,ITGA2,MAP2K4,,,IDH2,SNAI1,PFDN5,HMMR,,C1orf176,LDHB,PPA1,,,ZFP36,,RALGDS,ENPP6,,,,ABI3BP
,AGMAT,,,EPOR,TTC7A,GAS2,LRRN2,PTCH1,GCLC,,TNFRSF8,,,,,,,DCAF13,PTPRF,,,USP18,TRIB2,,,FBL,ITGB1,MAPT,,,IER2,SRP19,PLEKHF2,TACC3,,PSMD12,LEF1,PPP2R2C,,,,,CCDC120,FMNL3,,,,EGFL6
,TMEM121,,,KIF23,PGBD5,GATA6,CYP4X1,RANBP9,GJB3,,TPX2,,,,,,,THUMPD3,PXDN,,,XAF1,TRIM14,,,FJX1,KRT19,MCCC2,,,ISOC1,STC1,POLD4,EZH2,,KIF2A,LYRM4,PRKDC,,,,,BAIAP2L1,KCNE4,,,,TIPARP
,TMPRSS5,,,MAD2L1,MAP7D3,GCNT1,PARP12,RBPMS,GJB5,,BCAT1,,,,,,,NOL11,RBM15B,,,ZC3HAV1,TRIM21,,,FKBP4,KRT34,MEIS3P1,,,ITPKC,TBL1X,POLR2E,AURKB,,HDAC2,MAFF,MAPK8,,,,,PPP1R14B,C16orf45,,,,RGS22
,TTC25,,,RAD51AP1,BAIAP2L2,GFRA1,PIGH,RPA1,GLS,,GLRX3,,,,,,,REXO2,RNF123,,,,UBE2L6,,,FLAD1,LBR,MLH1,,,JUN,TK1,POLR2L,MCM6,,C16orf80,MAP9,PRKX,,,,,RASSF7,XIRP1,,,,A1CF
,TMEM107,,,MELK,TRAF3IP3,GGT1,RAGE,RRM2,GNAI1,,KIAA1147,,,,,,,DIMT1,RPL19,,,,ZC3HAV1,,,G3BP1,LDHB,MRPL49,,,JUNB,TMPO,POLR3K,EXO1,,SFRS10,MAT2A,KLK6,,,,,VAC14,MYO3B,,,,TREM1
,BRSK1,,,NUDT1,FCRL5,GHR,NFIA,RUNX3,GOLGA2,,NCAPD2,,,,,,,NKIRAS1,RPS6KA5,,,,,,,GART,LFNG,MST1,,,JUND,CLEC3B,PRDX3,MCM2,,CCDC21,MCM10,PSMA7,,,,,CHDH,A4GALT,,,,PGPEP1
,C9orf24,,,CLMN,DCUN1D5,GPR19,EBF4,SIAH1,GPR87,,SNRPC,,,,,,,CCDC59,SLC24A6,,,,,,,GEMIN4,LOX,MTUS1,,,KCTD12,TNFAIP6,PRKAG1,SPC25,,TP53BP2,MCM2,PSMB1,,,,,ANO9,GREM1,,,,RGMA
,B3GNT9,,,C1orf135,JAGN1,GRB14,GINS3,SKAP2,HARS2,,LMNB1,,,,,,,MRPL15,SNED1,,,,,,,GNL2,SMAD1,MZF1,,,KCTD20,TTK,RAD17,KIF23,,UMPS,MCM3,PSMB4,,,,,RIMS3,MB21D2,,,,ADAMTS9
,FCRLA,,,B3GNT3,KDM2B,NR3C1,FADS1,SLBP,HES1,,CDH1,,,,,,,SAP30BP,SPAG5,,,,,,,GNL3,MAP6,NBEA,,,KIAA0240,VLDLR,RARA,CENPM,,MRPL3,MCM5,RAD21,,,,,CORO2A,CD276,,,,ODZ2
,MFSD2A,,,TK1,C2orf89,MSH6,RY1,SSX2IP,HMGA2,,TMEFF1,,,,,,,UBQLN1,SPRY1,,,,,,,GPD1L,MATN2,NBR1,,,KIAA0430,ZNF35,REPS2,RNASEH2A,,PCNA,MCM6,RAD51,,,,,MAL2,PCDHB5,,,,MKL2
,LRP11,,,DSCAM,SLC30A7,HIP1,MAOB,STXBP1,HMGCR,,NCAPH,,,,,,,MTERFD1,SPRY4,,,,,,,GRB14,MCM2,NCOA1,,,KLF11,IL1R2,RFC1,RFC4,,C1orf96,MEX3C,RFC2,,,,,CHMP4C,CPXM1,,,,VPS18
,TP53I13,,,MCM4,GLIPR2,HLA-C,SCGB1D1,TAF4,HMGCR,,TRAPPC4,,,,,,,EXOSC3,ST6GAL1,,,,,,,GRPEL1,MCM6,NCOR1,,,KLHL12,ADAM12,RHOB,CKS2,,ILF2,MLF1IP,RFC4,,,,,INADL,NEU4,,,,CACHD1
,C15orf23,,,SYBU,USP54,HMBS,RPS6KA5,TM6SF1,HNRNPA1,,PSMD14,,,,,,,RRP15,STARD3,,,,,,,GSPT1,MGAT1,NDST1,,,KLHL24,CDK2AP1,RPS23,ASF1B,,SNRPD1,MMP1,RFC5,,,,,PALLD,SSPN,,,,GUF1
,SHF,,,RECQL4,SFT2D2,NR4A1,C20orf111,TMEM158,HNRNPD,,DHRS11,,,,,,,UTP18,SUPT6H,,,,,,,GTPBP4,MMP3,NFE2L1,,,KLK7,ZNF239,RPS6KA5,TYMS,,WDHD1,MMP10,RIT1,,,,,DUSP23,FBXL13,,,,ELSPBP1
,MGC16703,,,GGH,,HOXA6,ELOVL5,,HS3ST1,,RASGEF1A,,,,,,,RNF138,SYN2,,,,,,,GUCY1A3,MMP11,NME5,,,KPNA1,CDC7,SASH1,TK1,,NUDCD1,MRP63,RRM2,,,,,HOOK1,LOC375295,,,,ZBED2
,ARHGEF25,,,SMC4,,IGFBP2,LAPTM4A,,HSD17B2,,C1orf172,,,,,,,UBE2J1,SYT17,,,,,,,HARS,MXI1,NUCB2,,,KPNA6,CDC45,SCAMP1,NCAPG2,,GMPS,MRPL15,S100A8,,,,,CTAGE6P,ZFX,,,,LRRC2
,S100Z,,,KIF2C,,IGFBP5,FAM129A,,ID1,,DLG3,,,,,,,TRMT6,TES,,,,,,,HEATR1,MYC,PARK7,,,KRT6B,PDE8B,SCCPDH,LMNB1,,RFC4,MRPL17,S100A9,,,,,FOLR1,NANOS1,,,,CHPF
,FAM116A,,,ATAD2,,CYR61,PLA2G12B,,IDS,,ETV4,,,,,,,MRPL50,TGIF1,,,,,,,HEATR3,MYL6,PCM1,,,LEPR,HSPB3,SLC22A5,STMN1,,ATAD2,MSH6,CX3CL1,,,,,FAM50B,SLC35F1,,,,HMBOX1
,FLJ39653,,,SRPX2,,IGHA1,HERC2,,IER2,,MEIS1,,,,,,,TEX10,TJP3,,,,,,,HN1,NCL,PEX11B,,,LMNB1,EXO1,SLC38A1,GPSM2,,CDCA2,MT1E,SDC1,,,,,PPA2,WFDC1,,,,TMC5
,TMEM184A,,,KNTC1,,IL13RA1,RPS6,,IER3,,NDUFA9,,,,,,,RG9MTD1,TMPRSS2,,,,,,,HNRNPA1,RPL10A,PHF11,,,LOX,NREP,SLC9A3R1,PCNA,,KIF23,MT1F,SLC2A1,,,,,C16orf93,BANP,,,,BAALC
,ENKUR,,,FANCG,,ILK,POMP,,IER5,,PMS1,,,,,,,TMEM70,TNFRSF11B,,,,,,,HNRNPAB,NEU1,PHF2,,,MBNL2,EEF1E1,SMYD3,KIFC1,,CCNB1,MT1X,SNRPG,,,,,MARVELD2,FAM176A,,,,APOLD1
,GPC2,,,UBE2C,,INCENP,RUNX3,,IGSF3,,KAT7,,,,,,,PRMT6,TRAF4,,,,,,,HNRNPM,NFIL3,PHF7,,,MCM10,WTAP,SSBP2,MCM10,,C6orf173,MT2A,SOD2,,,,,TMEM30B,MRGPRF,,,,VMP1
,ASPHD1,,,DLGAP5,,INHBB,EAPP,,IL1A,,E2F3,,,,,,,RIF1,TRIB1,,,,,,,HPRT1,NOP2,PIGG,,,MCM2,MICAL2,SSSCA1,TROAP,,STMN1,MTHFD1,SQLE,,,,,TNFRSF10A,KDELC2,,,,SPACA1
,COX18,,,DEPDC1B,,INPP4A,TEP1,,IL1B,,CDK7,,,,,,,TMEM206,TRIM38,,,,,,,HSD17B10,NPM1,PIP,,,MCM3,DLGAP5,STX3,FAM64A,,AURKA,MYC,SRPK1,,,,,MAP3K11,VASN,,,,FAM71F1
,TMSB15B,,,PKMYT1,,ITGA6,CAND1,,IL1RAP,,NUDT15,,,,,,,BRIX1,TRIM62,,,,,,,HSP90AB1,NUCB2,POLI,,,MCM4,KIF20A,SULT2B1,ORC6,,CENPE,NXT1,SSBP1,,,,,C1GALT1,C5orf62,,,,TNS4
,RFESD,,,CDC25B,,ITGA2B,GSTM1,,IL4R,,DSP,,,,,,,METTL2B,TRPM4,,,,,,,HSPA1A,ODC1,POMGNT1,,,MCM6,HNRNPA3P1,TAF9,CCNE2,,FAM83D,ODC1,STK3,,,,,CDCP1,ANXA2R,,,,KIAA1751
,NUP43,,,ZWINT,,KAL1,ARHGEF7,,INHBA,,GABARAPL1,,,,,,,PNO1,UBOX5,,,,,,,HSPA4,TNFRSF11B,PSD4,,,MCM7,ALYREF,TAF9B,RAD54L,,KIF4A,PAICS,AURKA,,,,,ANXA3,C15orf59,,,,CROCCP3
,C5orf46,,,TRAIP,,KCNMA1,ARHGAP30,,INPP4B,,GJC1,,,,,,,SMYD2,VLDLR,,,,,,,HSPA6,OXTR,QSOX1,,,MDFIC,ANGPTL7,TBCA,DDX39A,,DLG7,PCBP1,TBCE,,,,,GATA3,FAM110B,,,,OSR2
,,,,UBE2T,,KIFC3,ABCD4,,INSIG2,,SDHD,,,,,,,C12orf5,WSB1,,,,,,,HSPA8,SERPINB2,RARB,,,ME1,SNAPC5,TCEAL4,GINS1,,BUB1,PCNA,TDG,,,,,TRAPPC2,CPT1C,,,,LRR1
,,,,ESPL1,,KIF11,MAPK1,,INTS6,,KIF2A,,,,,,,SRPRB,YEATS2,,,,,,,HSPA9,PDCD2,REEP5,,,MEX3D,CCL26,TFF1,LMNB2,,CCNB2,PHLDA1,TFAP2C,,,,,SURF2,PEAR1,,,,TMEM139
,,,,ANLN,,KPNA5,LYSMD4,,IRF6,,GRHPR,,,,,,,ENOPH1,ZFP36L1,,,,,,,HSPD1,PDGFRA,RERE,,,MFHAS1,TUBA1B,TGOLN2,FBXO5,,KIF14,PHLDA2,TOP2A,,,,,COBLL1,BHLHE41,,,,CCBE1
,,,,PRC1,,TNPO1,TATDN2,,IRF9,,XPO1,,,,,,,GNB4,ZMYM2,,,,,,,HSPH1,PFDN2,RGL2,,,MLX,NDC80,TUBA3C,CHEK1,,PTTG1,PLAUR,TP53BP2,,,,,BEX2,OLFML1,,,,BMPER
,,,,CENPN,,LAMB2,HRK,,IRS1,,NME1,,,,,,,NOC3L,ZSCAN2,,,,,,,IARS,POLR2H,SGSM2,,,MSH2,SPAG5,TUBA3D,EBP,,CDH12,PMAIP1,TPD52L1,,,,,FZD6,PGAP1,,,,YPEL4
,,,,BLM,,LAMC1,PYGL,,ISG20,,ZNF48,,,,,,,AIDA,,,,,,,,IFRD2,PPA1,SIRT3,,,MSH6,POLR3G,UBE2M,CCNE1,,NEK2,PMM2,TTK,,,,,SMAGP,COL18A1,,,,JAKMIP3
,,,,CDKN3,,LBR,CTSG,,ITSN1,,LSM6,,,,,,,SPATA5L1,,,,,,,,IMP3,PPIA,SKP1,,,MTMR4,POSTN,UBE2N,BLM,,KIFC1,PNMA2,TXN,,,,,MFSD3,GREM2,,,,KRT6C
,,,,F2R,,LYN,SERPINA7,,JARID2,,KATNB1,,,,,,,RNF219,,,,,,,,IMP4,PPM1G,SLC22A4,,,NASP,RAD51AP1,UFSP2,TMPO,,KIF2C,POLE2,TYMS,,,,,SPINT2,COLEC12,,,,C5orf25
,,,,BRCA1,,CAPRIN1,SNRPA1,,JHDM1D,,POLR3E,,,,,,,METTL21D,,,,,,,,IMPDH2,PPP1R3C,SLC22A5,,,NEBL,YKT6,UGDH,CENPN,,CKS2,POLR3K,UBE2V2,,,,,CPA4,GLT8D2,,,,LOC389332
,,,,PASK,,MAN1A1,PCGF5,,KBTBD2,,TUBB,,,,,,,RPAP3,,,,,,,,IPO5,PPT1,SMARCC2,,,NMI,WDR4,USP7,DBF4,,MELK,POP7,UCHL3,,,,,GRHL2,TMEM176A,,,,LOC440934
,,,,ADD3,,MEIS1,CDK5RAP1,,KIAA0247,,CKAP2,,,,,,,SUV39H2,,,,,,,,IPO7,PRKRIR,SPATA6,,,NNT,MLLT11,VAV3,MCM5,,TCF19,PPAT,UCK2,,,,,NEDD9,STARD13,,,,MUC5B
,,,,CCNB2,,KITLG,RBM17,,KIAA0355,,CD276,,,,,,,MCMBP,,,,,,,,KARS,PRPS1,STARD13,,,NUDT21,TMSB15A,XBP1,GMPS,,MCM6,PSAT1,UNG,,,,,POLB,OR51E2,,,,LOC729420
,,,,CDCA8,,MKI67,CTSL1,,KIAA0494,,TGIF2,,,,,,,NIPA2,,,,,,,,KIAA0020,PSG4,STX8,,,NUS1,ZWINT,ZNF350,CTPS,,CTPS,PTHLH,WNT6,,,,,ATP13A2,LRRN4CL,,,,LOC100131138
,,,,C1orf38,,ALDH6A1,DSCAM,,KIAA1109,,FZD8,,,,,,,SEH1L,,,,,,,,KIAA0664,PSG5,TBC1D13,,,OXR1,ANXA10,ZNF516,MCM3,,SRPK1,PTMA,ZNF165,,,,,S100A14,PAG1,,,,
,,,,SPAG5,,MRE11A,P2RY6,,KIAA1609,,MIS18A,,,,,,,PCGF6,,,,,,,,KIAA0922,PSG11,TCEAL4,,,PAICS,DZIP1,,E2F8,,C1orf75,PTPRE,LRP8,,,,,NDFIP2,HTRA3,,,,
,,,,LAMA3,,MYO1B,NUDT1,,KLC1,,BIK,,,,,,,DCUN1D5,,,,,,,,KLHL18,PTMA,TENC1,,,PAK2,SEC61G,,CDC6,,MCM3,PWP2,FZD3,,,,,DDR1,C3orf70,,,,
,,,,TMEM48,,MSH5,GABPB2,,KLF10,,CPXM1,,,,,,,HIATL1,,,,,,,,KRT18,RAB3B,THYN1,,,PCNA,PDSS1,,NCAPD2,,CHAF1B,RAB31,CDC7,,,,,NAV2,KBTBD5,,,,
,,,,CHAF1A,,MT1F,FAM136A,,KLF5,,CBS,,,,,,,ABHD13,,,,,,,,LARP1,RAN,TMEM41B,,,PDS5A,ORC6,,NOP2,,APOBEC3B,RAB4A,CDC45,,,,,SH2D3A,CHST15,,,,
,,,,FAM54A,,MTNR1B,ADAMDEC1,,KLF6,,ATP5B,,,,,,,LTV1,,,,,,,,LARS2,RFC5,TMUB2,,,PDS5B,OSBP2,,,,CDC7,RABEPK,RAD54L,,,,,PICK1,C17orf58,,,,
,,,,TM4SF1,,41154,NUP93,,KLF7,,SAPCD2,,,,,,,NUDCD1,,,,,,,,LDHB,RGS2,TOR1AIP1,,,PEG10,NGEF,,,,SGOL2,RBM12,TTF2,,,,,LRRC8E,MAML2,,,,
,,,,CCNA1,,NELL2,ANLN,,KLK6,,CTNNBIP1,,,,,,,GFM1,,,,,,,,LOC388796,RGS16,TPT1,,,PJA2,MYCBP,,,,TOPBP1,RFC4,PARG,,,,,PPIE,RORA,,,,
,,,,FANCD2,,NPAT,TACC3,,KRT19,,RPA2,,,,,,,PNPT1,,,,,,,,LOXL1,RIT1,TRAK1,,,PKP4,PCOLCE2,,,,PNPT1,RIPK2,PIR,,,,,CARD10,HPSE2,,,,
,,,,HMGB3,,NPY1R,PTTG3,,LBH,,PSMD2,,,,,,,MALSU1,,,,,,,,LRP8,RPL5,TRIM66,,,PLD1,PDE7B,,,,TIMM17A,RNF138,LY6D,,,,,SEC11C,OLFM2,,,,
,,,,BTN3A2,,NRGN,AIFM2,,LDLR,,LRRN1,,,,,,,C1orf131,,,,,,,,LRPPRC,RPL7A,TTC19,,,PLSCR1,UHRF1,,,,NUP160,RPAP3,PSMG1,,,,,MT1F,MXRA7,,,,
,,,,PIGK,,NT5E,FBXO22,,LHFPL2,,UNC13A,,,,,,,DNAJC21,,,,,,,,LSG1,RPL29,VAMP2,,,PMAIP1,PSAT1,,,,GART,SAV1,RTCD1,,,,,TRIM29,KAZALD1,,,,
,,,,CEP72,,NUP98,DLG7,,LIPG,,BAX,,,,,,,SLC30A7,,,,,,,,MAT2A,RPL39,VILL,,,POLR1E,GTSE1,,,,ANP32B,SERBP1,NAPG,,,,,F12,C14orf37,,,,
,,,,FAM83D,,OXCT1,BIRC5,,LRRFIP2,,XRN2,,,,,,,CCNYL1,,,,,,,,MCAT,RPS3,WDR19,,,PPAT,SCLY,,,,SENP5,SERPINB1,CCNK,,,,,JUP,FAM162B,,,,
,,,,CDK1,,P2RX5,IGKC,,LYST,,COX7B,,,,,,,PAQR3,,,,,,,,MCCC2,RPS4Y1,WFDC2,,,PPM1B,PPIL1,,,,MRPL48,SLBP,SAP30,,,,,DUS4L,DENND2A,,,,
,,,,IL27RA,,P2RY6,CIAO1,,MACF1,,ME2,,,,,,,C2orf69,,,,,,,,MCM6,RPS24,YTHDC2,,,PPP1R2,GINS2,,,,TGFBRAP1,SNRPB2,GGH,,,,,PIP4K2C,CRISPLD2,,,,
,,,,KIF11,,PBX1,WHSC1,,MAFF,,MED22,,,,,,,RNASEH1,,,,,,,,MDN1,CCL2,ZC3H14,,,PRDX3,CYB5R2,,,,FLJ36874,SPRY2,NAE1,,,,,GPR56,STRA6,,,,
,,,,CIT,,PCCA,PIK3CG,,MAP3K9,,PSMB6,,,,,,,DPH3,,,,,,,,ME2,CXCL12,,,,PRKACB,POLR3K,,,,STIP1,SPRY4,SLC5A6,,,,,LRRC1,KCNA5,,,,
,,,,CENPJ,,PCDH9,ALDH3A2,,MAPK6,,B9D1,,,,,,,,,,,,,,,METTL3,SRSF2,,,,PRPS1,COQ3,,,,ARMC8,ST13,CPNE3,,,,,GRB7,GNG2,,,,
,,,,BIK,,PCSK1,DYNC1LI1,,MAST4,,EIF4B,,,,,,,,,,,,,,,METTL8,SRSF3,,,,PRRC1,SPA17,,,,GZMH,STK17A,MPZL1,,,,,PRSS21,CHRDL1,,,,
,,,,CDC20,,CDK16,PLK1,,MCL1,,ZC4H2,,,,,,,,,,,,,,,MINA,SRSF7,,,,PRSS16,TREM1,,,,CPZ,SYNCRIP,PRC1,,,,,CDS1,MUSTN1,,,,
,,,,TROAP,,PET112,MGC29506,,MED13,,MRS2,,,,,,,,,,,,,,,MRPL15,SGCB,,,,PRUNE,ANLN,,,,SNAPC3,TFDP1,EXO1,,,,,NFE2L3,EGFLAM,,,,
,,,,CCNA2,,PFDN1,KIAA0182,,MLL,,NXN,,,,,,,,,,,,,,,MRPL3,SLC16A1,,,,PSMB8,FAM64A,,,,C1orf156,TIPIN,DDX21,,,,,RAB25,PRRX1,,,,
,,,,CDC6,,PGM5,KATNB1,,MN1,,ABCB7,,,,,,,,,,,,,,,MRPS12,SLC16A2,,,,RAD23B,CCDC99,,,,IQWD1,TMEM97,TBRG4,,,,,GLB1L2,AKAP12,,,,
,,,,CENPE,,PIK3CB,C16orf45,,MORC3,,AK4,,,,,,,,,,,,,,,MRPS17,SMS,,,,RANBP9,PID1,,,,HNRPU,TMEM97,TRIP13,,,,,ALDH7A1,FN1,,,,
,,,,CKS1B,,PIK3CD,PPIL1,,MTSS1,,EIF4A1,,,,,,,,,,,,,,,MRPS27,SNRPF,,,,RARRES1,SLFN12,,,,RDBP,TMPO,RECQL4,,,,,PPFIA1,FGFBP2,,,,
,,,,HMGB2,,PI4KA,RBM16,,MYD88,,PCDHB2,,,,,,,,,,,,,,,MRPS30,SNRPG,,,,RBBP4,CDCA8,,,,RAB6A,TNIP1,ATG5,,,,,EPHA1,ZBTB47,,,,
,,,,MCM2,,PKD2,KRT13,,MYO1E,,CD200,,,,,,,,,,,,,,,MRPS35,SORD,,,,RBPMS,MNS1,,,,C10orf18,TRIB1,APOBEC3B,,,,,TPM1,ADAMTSL3,,,,
,,,,MCM3,,PLOD2,CYB5B,,N4BP1,,TAF15,,,,,,,,,,,,,,,MRTO4,SP100,,,,RCC1,HJURP,,,,SUMO3,TSR1,NFE2L3,,,,,MAPKAPK3,IL33,,,,
,,,,RFC3,,PLXNA1,UBE2C,,NAV2,,PROM1,,,,,,,,,,,,,,,MTERFD1,SRPK1,,,,RIPK1,MCM10,,,,RAD51C,TUBA1B,TTLL4,,,,,CLDN7,SNX29,,,,
,,,,CEP55,,PMP22,FHOD1,,NCF2,,AEN,,,,,,,,,,,,,,,MTHFD1,SSB,,,,RNF14,DEPDC1,,,,MRPL50,TUBA1C,USP6NL,,,,,PTPRF,L1TD1,,,,
,,,,LIN9,,PMS1,NQO1,,NCK1,,BMP4,,,,,,,,,,,,,,,MTIF2,SSBP1,,,,RNF146,DEPDC1B,,,,BTAF1,TUBB,DLGAP5,,,,,CKMT1B,TNN,,,,
,,,,,,UBL3,MND1,,NCOA3,,CBR3,,,,,,,,,,,,,,,MXI1,TAGLN,,,,RNGTT,BEX1,,,,CBX1,U2AF1,MRPL19,,,,,MAP3K6,PCDHB12,,,,
,,,,,,POU2F1,RTF1,,NCOA3,,YWHAH,,,,,,,,,,,,,,,MYC,TCOF1,,,,RPA1,EIF5A2,,,,SEMA5A,UNG,URB2,,,,,DAPK3,CORIN,,,,
,,,,,,POU4F1,PAFAH1B1,,NET1,,CRISPLD1,,,,,,,,,,,,,,,NADK,TOP2A,,,,RPP25,KIF15,,,,BIRC3,UTP18,MELK,,,,,TES,RFTN2,,,,
,,,,,,PPAT,GTPBP4,,NFKBIA,,PHC1,,,,,,,,,,,,,,,NARS,TPD52L1,,,,RRN3,CXCR7,,,,RAB27A,VDAC1,ZBTB5,,,,,PSG3,FRMD4A,,,,
,,,,,,PPOX,ALX1,,NLRP1,,CDKN3,,,,,,,,,,,,,,,NARS2,TPM1,,,,RUNX3,SPC25,,,,PIK3CA,VDR,KIAA0020,,,,,CNN2,CTHRC1,,,,
,,,,,,PPP3CA,NOL1,,NOTCH2NL,,FGF13,,,,,,,,,,,,,,,NAT10,TTK,,,,RYBP,HECW2,,,,GPBP1L1,WWTR1,PPIF,,,,,LNX2,GSC,,,,
,,,,,,PPP3R2,CCNE1,,NPEPPS,,SNX15,,,,,,,,,,,,,,,NCBP1,TUBB2A,,,,SCAMP1,HMGN5,,,,KIAA0196,XRCC5,LRPPRC,,,,,DIAPH1,JPH1,,,,
,,,,,,PPT1,RPS15A,,NR3C1,,ENSA,,,,,,,,,,,,,,,NCL,HIRA,,,,SKAP2,MLF1IP,,,,TMED10,YRDC,SLC25A13,,,,,RHBDF2,HRC,,,,
